Table 6,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,City of Yakima,94168,420,9,44,91,276,2723,439,1866,418
,Total area actually reporting,0.956,684,19,89,140,436,6281,1098,4100,1083
,Estimated total,1,703,19,93,142,449,6536,1140,4289,1107
,"Rate per 100,000 inhabitants",,279.6,7.6,37,56.5,178.6,2599.1,453.3,1705.6,440.2
"Yuba City, CA M.S.A.",,174368,,,,,,,,,
,Includes Sutter and Yuba Counties,,,,,,,,,,
,City of Yuba City,67164,241,3,28,52,158,1823,230,1334,259
,Total area actually reporting,1,644,11,73,126,434,4291,803,2661,827
,"Rate per 100,000 inhabitants",,369.3,6.3,41.9,72.3,248.9,2460.9,460.5,1526.1,474.3
"Yuma, AZ M.S.A.3",,214209,,,,,,,,,
,Includes Yuma County,, ,,,,, ,,,
,City of Yuma,98769,376,11,27,29,309,2302,483,1586,233
,Total area actually reporting,1,595,24,46,41,484,3707,793,2466,448
,"Rate per 100,000 inhabitants",,277.8,11.2,21.5,19.1,225.9,1730.6,370.2,1151.2,209.1
"Aguadilla-Isabela, Puerto Rico M.S.A.",,289289,,,,,,,,,
,"Includes Aguada, Aguadilla, Anasco, Isabela, Lares, Moca, Rincon, San Sebastian, and Utuado Municipios",,,,,,,,,,
,Total area actually reporting,1,430,14,21,51,344,1434,412,965,57
,"Rate per 100,000 inhabitants",,148.6,4.8,7.3,17.6,118.9,495.7,142.4,333.6,19.7
"Arecibo, Puerto Rico M.S.A.",,174606,,,,,,,,,
,"Includes Arecibo, Camuy, Hatillo, and Quebradillas Municipios",,,,,,,,,,
,Total area actually reporting,1,286,18,13,74,181,799,229,485,85
,"Rate per 100,000 inhabitants",,163.8,10.3,7.4,42.4,103.7,457.6,131.2,277.8,48.7
"Guayama, Puerto Rico M.S.A.",,72914,,,,,,,,,
,"Includes Arroyo, Guayama, and Patillas Municipios",,,,,,,,,,
,Total area actually reporting,1,153,10,4,22,117,354,104,234,16
,"Rate per 100,000 inhabitants",,209.8,13.7,5.5,30.2,160.5,485.5,142.6,320.9,21.9
"Mayaguez, Puerto Rico M.S.A.",,94975,,,,,,,,,
,"Includes Hormigueros, Las Marias, and Mayaguez Municipios",,,,,,,,,,
,Total area actually reporting,1,107,4,7,25,71,378,71,278,29
,"Rate per 100,000 inhabitants",,112.7,4.2,7.4,26.3,74.8,398,74.8,292.7,30.5
"Ponce, Puerto Rico M.S.A.",,215295,,,,,,,,,
,"Includes Adjuntas, Juana Diaz, Ponce, and Villalba Municipios",,,,,,,,,,
,Total area actually reporting,1,356,26,8,134,188,1235,242,825,168
,"Rate per 100,000 inhabitants",,165.4,12.1,3.7,62.2,87.3,573.6,112.4,383.2,78
"San German, Puerto Rico M.S.A.",,121464,,,,,,,,,
,"Includes Cabo Rojo, Lajas, Sabana Grande, and San German Municipios",,,,,,,,,,
,Total area actually reporting,1,101,13,3,7,78,403,95,290,18
,"Rate per 100,000 inhabitants",,83.2,10.7,2.5,5.8,64.2,331.8,78.2,238.8,14.8
"San Juan-Bayamon-Caguas, Puerto Rico M.S.A.",,2023227,,,,,,,,,
,"Includes Aguas Buenas, Aibonito, Barceloneta, Barranquitas, Bayamon, Caguas, Canovanas, Carolina, Catano, Cayey, Ceiba, Ciales, Cidra, Comerio, Corozal, Dorado, Fajardo, Florida, Guaynabo, Gurabo, Humacao, Juncos, Las Piedras, Loiza, Luquillo, Manati, Maunabo, Morovis, Naguabo, Naranjito, Orocovis, Rio Grande, San Juan, San Lorenzo, Toa Alta, Toa Baja, Trujillo Alto, Vega Alta, Vega Baja, and Yabucoa Municipios",,,,,,,,,,
,Total area actually reporting,1,4599,477,138,1754,2230,17097,2896,10966,3235
,"Rate per 100,000 inhabitants",,227.3,23.6,6.8,86.7,110.2,845,143.1,542,159.9
"Yauco, Puerto Rico M.S.A.",,85830,,,,,,,,,
,"Includes Guanica, Guayanilla, Penuelas, and Yauco Municipios",85830,,,,,,,,,
,Total area actually reporting,1,148,10,11,19,108,267,66,184,17
,"Rate per 100,000 inhabitants",,172.4,11.7,12.8,22.1,125.8,311.1,76.9,214.4,19.8
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting (UCR) definition of rape. See the data declaration for further explanation. ,,,,,,,,,,,
2 One or more agency(s) within this Metropolitan Statistical Area submitted rape data classified according to the legacy UCR definition. See the data declaraton for further explanation.,,,,,,,,,,,
"3 Because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data.",,,,,,,,,,,
"4 The FBI determined that the agency's data were overreported. Consequently, those data are not included in this table.",,,,,,,,,,,
"5 The FBI determined that the agency's data were underreported. Consequently, those data are not included in this table.",,,,,,,,,,,
